idx,path,jurisdiction,jur_ok,jur_suggest,practice,prac_ok,prac_suggest,note,ft_read,ft_jur_check,ft_prac_check,ft_note,applied
2491,general/regulatory/skills/hochrisiko-menschliche-aufsicht-art-14/SKILL.md,general,maybe,eu,regulatory,ok,,"право ЕС (KI-VO/Europarecht/CSRD); sibling-скиллы тех же плагинов уже в eu/regulatory (batch 30) — jurisdiction непоследователен, скорее eu",yes,подтв: eu,,KI-VO(VO 2024/1689)/Europarecht/CSRD — право ЕС; сиблинги плагина уже в eu/regulatory,перемещён → eu/regulatory/skills/hochrisiko-menschliche-aufsicht-art-14
2492,general/regulatory/skills/hochrisiko-risikomanagementsystem-art-9/SKILL.md,general,maybe,eu,regulatory,ok,,"право ЕС (KI-VO/Europarecht/CSRD); sibling-скиллы тех же плагинов уже в eu/regulatory (batch 30) — jurisdiction непоследователен, скорее eu",yes,подтв: eu,,KI-VO(VO 2024/1689)/Europarecht/CSRD — право ЕС; сиблинги плагина уже в eu/regulatory,перемещён → eu/regulatory/skills/hochrisiko-risikomanagementsystem-art-9
2493,general/regulatory/skills/hochrisiko-technische-dokumentation-art-11-und-anhang-iv/SKILL.md,general,maybe,eu,regulatory,ok,,"право ЕС (KI-VO/Europarecht/CSRD); sibling-скиллы тех же плагинов уже в eu/regulatory (batch 30) — jurisdiction непоследователен, скорее eu",yes,подтв: eu,,KI-VO(VO 2024/1689)/Europarecht/CSRD — право ЕС; сиблинги плагина уже в eu/regulatory,перемещён → eu/regulatory/skills/hochrisiko-technische-dokumentation-art-11-und-anhang-iv
2494,general/regulatory/skills/hochrisiko-transparenz-und-informationen-fuer-betreiber-art-13/SKILL.md,general,maybe,eu,regulatory,ok,,"право ЕС (KI-VO/Europarecht/CSRD); sibling-скиллы тех же плагинов уже в eu/regulatory (batch 30) — jurisdiction непоследователен, скорее eu",yes,подтв: eu,,KI-VO(VO 2024/1689)/Europarecht/CSRD — право ЕС; сиблинги плагина уже в eu/regulatory,перемещён → eu/regulatory/skills/hochrisiko-transparenz-und-informationen-fuer-betreiber-art-13
2495,general/regulatory/skills/hochrisiko-zuordnung-art-6-und-anhang-i-iii/SKILL.md,general,maybe,eu,regulatory,ok,,"право ЕС (KI-VO/Europarecht/CSRD); sibling-скиллы тех же плагинов уже в eu/regulatory (batch 30) — jurisdiction непоследователен, скорее eu",yes,подтв: eu,,KI-VO(VO 2024/1689)/Europarecht/CSRD — право ЕС; сиблинги плагина уже в eu/regulatory,перемещён → eu/regulatory/skills/hochrisiko-zuordnung-art-6-und-anhang-i-iii
2496,general/regulatory/skills/ki-inventar/SKILL.md,general,maybe,eu,regulatory,ok,,"право ЕС (KI-VO/Europarecht/CSRD); sibling-скиллы тех же плагинов уже в eu/regulatory (batch 30) — jurisdiction непоследователен, скорее eu",yes,подтв: eu,,KI-VO(VO 2024/1689)/Europarecht/CSRD — право ЕС; сиблинги плагина уже в eu/regulatory,перемещён → eu/regulatory/skills/ki-inventar
2497,general/regulatory/skills/ksb-d04-k0044/SKILL.md,general,ok,,regulatory,ok,,KSB pharmacovigilance — regulatory; пересечение с life-sciences,,,,,
2498,general/regulatory/skills/ksb-d10-k0012/SKILL.md,general,ok,,regulatory,ok,,KSB PV regulatory — пересечение с life-sciences,,,,,
2499,general/regulatory/skills/ksb-d12-k0008/SKILL.md,general,ok,,regulatory,ok,,KSB inspection readiness — пересечение с life-sciences,,,,,
2500,general/regulatory/skills/ksb-d12-k0014/SKILL.md,general,ok,,regulatory,ok,,KSB compliance framework — пересечение с life-sciences,,,,,
2501,general/regulatory/skills/ksb-d12-k0029/SKILL.md,general,ok,,regulatory,ok,,KSB PV/regulatory pathway — пересечение с life-sciences,,,,,
2502,general/regulatory/skills/ksb-d12-k0050/SKILL.md,general,ok,,regulatory,ok,,KSB AI inspection (PV) — пересечение с life-sciences,,,,,
2503,general/regulatory/skills/launch-review/SKILL.md,general,ok,,regulatory,ok,,,,,,,
2504,general/regulatory/skills/liegt-ki-system-vor-art-3-nr-1/SKILL.md,general,maybe,eu,regulatory,ok,,KI-VO — право ЕС; sibling-скиллы ki-vo-ai-act-pruefer уже в eu/regulatory; jurisdiction скорее eu,yes,подтв: eu,,KI-VO(VO 2024/1689)/Europarecht/CSRD — право ЕС; сиблинги плагина уже в eu/regulatory,перемещён → eu/regulatory/skills/liegt-ki-system-vor-art-3-nr-1
2505,general/regulatory/skills/lodge-recon/SKILL.md,general,ok,,regulatory,ok,,,,,,,
2506,general/regulatory/skills/mandatsabbruch-empfehlung-komplexe-faelle/SKILL.md,general,maybe,eu,regulatory,ok,,KI-VO — право ЕС; sibling-скиллы ki-vo-ai-act-pruefer уже в eu/regulatory; jurisdiction скорее eu,yes,подтв: eu,,KI-VO(VO 2024/1689)/Europarecht/CSRD — право ЕС; сиблинги плагина уже в eu/regulatory,перемещён → eu/regulatory/skills/mandatsabbruch-empfehlung-komplexe-faelle
2507,general/regulatory/skills/matter-workspace-25/SKILL.md,general,ok,,regulatory,ok,,,,,,,
2508,general/regulatory/skills/nist-ai-rmf/SKILL.md,general,ok,,regulatory,ok,,,,,,,
2509,general/regulatory/skills/persoenlicher-anwendungsbereich-rollen-art-3/SKILL.md,general,maybe,eu,regulatory,ok,,KI-VO — право ЕС; sibling-скиллы ki-vo-ai-act-pruefer уже в eu/regulatory; jurisdiction скорее eu,yes,подтв: eu,,KI-VO(VO 2024/1689)/Europarecht/CSRD — право ЕС; сиблинги плагина уже в eu/regulatory,перемещён → eu/regulatory/skills/persoenlicher-anwendungsbereich-rollen-art-3
2510,general/regulatory/skills/policy-brief/SKILL.md,general,ok,,regulatory,ok,,,,,,,
2511,general/regulatory/skills/policy-diff-anthropics/SKILL.md,general,ok,,regulatory,ok,,,,,,,
2512,general/regulatory/skills/policy-diff-stubbi/SKILL.md,general,ok,,regulatory,ok,,,,,,,
2513,general/regulatory/skills/policy-diff/SKILL.md,general,ok,,regulatory,ok,,,,,,,
2514,general/regulatory/skills/policy-redraft-anthropics/SKILL.md,general,ok,,regulatory,ok,,,,,,,
2515,general/regulatory/skills/policy-redraft/SKILL.md,general,ok,,regulatory,ok,,,,,,,
2516,general/regulatory/skills/reg-feed-watcher-stubbi/SKILL.md,general,ok,,regulatory,ok,,,,,,,
2517,general/regulatory/skills/reg-feed-watcher/SKILL.md,general,ok,,regulatory,ok,,,,,,,
2518,general/regulatory/skills/regulation-match-trust-regulatory/SKILL.md,general,ok,,regulatory,ok,,,,,,,
2519,general/regulatory/skills/regulation-matching-assistant/SKILL.md,general,ok,,regulatory,ok,,,,,,,
2520,general/regulatory/skills/regulatory-compliance-checker/SKILL.md,general,ok,,regulatory,ok,,,,,,,
2521,general/regulatory/skills/regulatory-compliance/SKILL.md,general,ok,,regulatory,ok,,,,,,,
2522,general/regulatory/skills/regulatory-impact-analysis/SKILL.md,general,ok,,regulatory,ok,,,,,,,
2523,general/regulatory/skills/regulatory-review/SKILL.md,general,ok,,regulatory,ok,,,,,,,
2524,general/regulatory/skills/regulatory-summary/SKILL.md,general,ok,,regulatory,ok,,,,,,,
2525,general/regulatory/skills/regulatory-templates-gate1/SKILL.md,general,ok,,regulatory,ok,,,,,,,
2526,general/regulatory/skills/rolle-anbieter-pruefen-art-3-nr-3/SKILL.md,general,maybe,eu,regulatory,ok,,KI-VO — право ЕС; sibling-скиллы ki-vo-ai-act-pruefer уже в eu/regulatory; jurisdiction скорее eu,yes,подтв: eu,,KI-VO(VO 2024/1689)/Europarecht/CSRD — право ЕС; сиблинги плагина уже в eu/regulatory,перемещён → eu/regulatory/skills/rolle-anbieter-pruefen-art-3-nr-3
2527,general/regulatory/skills/rolle-betreiber-pruefen-art-3-nr-4/SKILL.md,general,maybe,eu,regulatory,ok,,KI-VO — право ЕС; sibling-скиллы ki-vo-ai-act-pruefer уже в eu/regulatory; jurisdiction скорее eu,yes,подтв: eu,,KI-VO(VO 2024/1689)/Europarecht/CSRD — право ЕС; сиблинги плагина уже в eu/regulatory,перемещён → eu/regulatory/skills/rolle-betreiber-pruefen-art-3-nr-4
2528,general/regulatory/skills/rueckausnahme-art-6-abs-3/SKILL.md,general,maybe,eu,regulatory,ok,,KI-VO — право ЕС; sibling-скиллы ki-vo-ai-act-pruefer уже в eu/regulatory; jurisdiction скорее eu,yes,подтв: eu,,KI-VO(VO 2024/1689)/Europarecht/CSRD — право ЕС; сиблинги плагина уже в eu/regulatory,перемещён → eu/regulatory/skills/rueckausnahme-art-6-abs-3
2529,general/regulatory/skills/sachlicher-ausschluss-art-2-abs-3-bis-12/SKILL.md,general,maybe,eu,regulatory,ok,,KI-VO — право ЕС; sibling-скиллы ki-vo-ai-act-pruefer уже в eu/regulatory; jurisdiction скорее eu,yes,подтв: eu,,KI-VO(VO 2024/1689)/Europarecht/CSRD — право ЕС; сиблинги плагина уже в eu/regulatory,перемещён → eu/regulatory/skills/sachlicher-ausschluss-art-2-abs-3-bis-12
2530,general/regulatory/skills/screening-alert-adjudication-amir-fadavi/SKILL.md,general,ok,,regulatory,ok,,screening-alert (sanctions/PEP/OFAC) — пересечение с white-collar/sanctions (хинт AML→white-collar),,,,,
2531,general/regulatory/skills/search/SKILL.md,general,ok,,regulatory,ok,,,,,,,
2532,general/regulatory/skills/swift-csp/SKILL.md,general,ok,,regulatory,ok,,SWIFT CSP — банковская безопасность; пересечение с cybersecurity/finance,,,,,
2533,general/regulatory/skills/territorialer-anwendungsbereich-art-2/SKILL.md,general,maybe,eu,regulatory,ok,,KI-VO — право ЕС; sibling-скиллы ki-vo-ai-act-pruefer уже в eu/regulatory; jurisdiction скорее eu,yes,подтв: eu,,KI-VO(VO 2024/1689)/Europarecht/CSRD — право ЕС; сиблинги плагина уже в eu/regulatory,перемещён → eu/regulatory/skills/territorialer-anwendungsbereich-art-2
2534,general/regulatory/skills/tprm-issue-summarization/SKILL.md,general,ok,,regulatory,ok,,,,,,,
2535,general/regulatory/skills/transaction-screening-workflow-concepts/SKILL.md,general,ok,,regulatory,ok,,transaction-screening (crypto AML) — пересечение с white-collar,,,,,
2536,general/regulatory/skills/verhaeltnis-zu-anderen-unionsrechtsakten/SKILL.md,general,maybe,eu,regulatory,ok,,KI-VO — право ЕС; sibling-скиллы ki-vo-ai-act-pruefer уже в eu/regulatory; jurisdiction скорее eu,yes,подтв: eu,,KI-VO(VO 2024/1689)/Europarecht/CSRD — право ЕС; сиблинги плагина уже в eu/regulatory,перемещён → eu/regulatory/skills/verhaeltnis-zu-anderen-unionsrechtsakten
2537,general/securities/skills/inquiry-material-citation/SKILL.md,general,maybe,cn,securities,ok,,китайские ценные бумаги (问询回复 CSRC) — jurisdiction вероятно cn,yes,подтв: cn,,"问询回复 (CSRC 证监会/保荐人) — китайские ц.б./ECM, jurisdiction cn",перемещён → cn/securities/skills/inquiry-material-citation
2538,general/sports/skills/mandat-triage-sportrecht/SKILL.md,general,ok,,sports,ok,,,,,,,
2539,general/sports/skills/sports-law-cases/SKILL.md,general,ok,,sports,ok,,,,,,,
2540,general/sports/skills/sports-licensing-summary/SKILL.md,general,ok,,sports,ok,,,,,,,
2541,general/trade/skills/aussenwirtschaft-wto-handelspolitik/SKILL.md,general,ok,,trade,ok,,,,,,,
2542,general/trade/skills/commercial-invoice-for-export/SKILL.md,general,ok,,trade,ok,,,,,,,
2543,general/transportation/skills/fachanwalt-transport-speditionsrecht-cmr-haftung/SKILL.md,general,ok,,transportation,ok,,,,,,,
2544,general/trusts-and-estates/skills/succession-planning-summary/SKILL.md,general,ok,,trusts-and-estates,ok,,,,,,,
2545,gr/tax/skills/greek-compliance-aade/SKILL.md,gr,ok,,tax,ok,,,,,,,
2546,il/employment/skills/israeli-employment-contracts/SKILL.md,il,ok,,employment,ok,,,,,,,
2547,il/employment/skills/israeli-workplace-rights-navigator/SKILL.md,il,ok,,employment,ok,,,,,,,
2548,il/general/skills/hebrew-legal-research/SKILL.md,il,ok,,general,ok,,,,,,,
2549,il/government-contracts/skills/israeli-tender-proposal-builder/SKILL.md,il,ok,,government-contracts,ok,,,,,,,
2550,il/litigation/skills/israeli-fines-fighter/SKILL.md,il,ok,,litigation,ok,,израильские штрафы (apelляции) — litigation; пересечение с administrative/transportation,,,,,
2551,il/litigation/skills/israeli-small-claims-court/SKILL.md,il,ok,,litigation,ok,,,,,,,
2552,il/regulatory/skills/israeli-standards-import-checker/SKILL.md,il,ok,,regulatory,ok,,,,,,,
2553,in/criminal/skills/indian-constitution/SKILL.md,in,ok,,criminal,ok,,,,,,,
2554,in/data-protection/skills/dpdpa/SKILL.md,in,ok,,data-protection,ok,,,,,,,
2555,in/data-protection/skills/ind-dpdpa-expert/SKILL.md,in,ok,,data-protection,ok,,,,,,,
2556,in/regulatory/skills/indian-foreign-investment-approval-assessment-siddhi-kudalkar/SKILL.md,in,ok,,regulatory,ok,,,,,,,
2557,in/tax/skills/gst-notice-interpreter/SKILL.md,in,ok,,tax,ok,,,,,,,
2558,it/litigation/skills/giurisprudenza-lampo/SKILL.md,it,ok,,litigation,ok,,,,,,,
2559,jp/data-protection/skills/japan-appi/SKILL.md,jp,ok,,data-protection,ok,,,,,,,
2560,jp/data-protection/skills/jp-appi-expert/SKILL.md,jp,ok,,data-protection,ok,,,,,,,
2561,jp/tax/skills/tax-legal-context/SKILL.md,jp,ok,,tax,ok,,,,,,,
2562,kr/corporate/skills/corporate-registration-consulting/SKILL.md,kr,ok,,corporate,ok,,,,,,,
2563,kr/data-protection/skills/korea-pipa/SKILL.md,kr,ok,,data-protection,ok,,,,,,,
2564,kr/data-protection/skills/korean-privacy-terms/SKILL.md,kr,ok,,data-protection,ok,,,,,,,
2565,kr/employment/skills/contract-amendment/SKILL.md,kr,ok,,employment,ok,,,,,,,
2566,kr/general/skills/korean-law-search/SKILL.md,kr,ok,,general,ok,,,,,,,
2567,kr/general/skills/korean-law/SKILL.md,kr,ok,,general,ok,,,,,,,
2568,kr/general/skills/law-search/SKILL.md,kr,ok,,general,ok,,,,,,,
2569,kr/general/skills/legal-ko-search/SKILL.md,kr,ok,,general,ok,,,,,,,
2570,kr/general/skills/legal-ko-zmd/SKILL.md,kr,ok,,general,ok,,,,,,,
2571,kr/ip/skills/korean-patent-search/SKILL.md,kr,ok,,ip,ok,,,,,,,
2572,kr/litigation/skills/beopgoeul-search/SKILL.md,kr,ok,,litigation,ok,,,,,,,
2573,kr/litigation/skills/brief-protocol/SKILL.md,kr,ok,,litigation,ok,,,,,,,
2574,kr/litigation/skills/korean-certified-mail/SKILL.md,kr,ok,,litigation,ok,,,,,,,
2575,kr/regulatory/skills/compliance-check-modu-ai/SKILL.md,kr,ok,,regulatory,ok,,,,,,,
2576,lu/tax/skills/controleur-fiscal/SKILL.md,lu,ok,,tax,ok,,,,,,,
2577,mx/litigation/skills/escritos-civiles-mx/SKILL.md,mx,ok,,litigation,ok,,,,,,,
2578,ng/data-protection/skills/nigeria-ndpr/SKILL.md,ng,ok,,data-protection,ok,,,,,,,
2579,pl/administrative/skills/determining-pl-request-regime/SKILL.md,pl,ok,,administrative,ok,,,,,,,
2580,pl/arbitration/skills/applying-new-york-convention/SKILL.md,pl,ok,,arbitration,ok,,,,,,,
2581,pl/arbitration/skills/fetching-arbitration-rules/SKILL.md,pl,ok,,arbitration,ok,,,,,,,
2582,pl/commercial/skills/reviewing-b2b-service-contract/SKILL.md,pl,ok,,commercial,ok,,,,,,,
2583,pl/contracts/skills/reviewing-vehicle-contract/SKILL.md,pl,ok,,contracts,ok,,,,,,,
2584,pl/data-protection/skills/applying-rodo/SKILL.md,pl,ok,,data-protection,ok,,,,,,,
2585,pl/family/skills/applying-usc-procedures/SKILL.md,pl,ok,,family,ok,,,,,,,
2586,pl/family/skills/calculating-alimenty/SKILL.md,pl,ok,,family,ok,,,,,,,
2587,pl/general/skills/citing-polish-law/SKILL.md,pl,ok,,general,ok,,,,,,,
2588,pl/general/skills/fetching-isap-sejm/SKILL.md,pl,ok,,general,ok,,,,,,,
2589,pl/immigration/skills/applying-cudzoziemcy-procedures/SKILL.md,pl,ok,,immigration,ok,,,,,,,
2590,pl/litigation/skills/applying-frankowicze-case-law/SKILL.md,pl,ok,,litigation,ok,,,,,,,
2591,pl/litigation/skills/calculating-odsetki/SKILL.md,pl,ok,,litigation,ok,,,,,,,
2592,pl/litigation/skills/calculating-oplata-sadowa/SKILL.md,pl,ok,,litigation,ok,,,,,,,
2593,pl/litigation/skills/checking-przedawnienie/SKILL.md,pl,ok,,litigation,ok,,,,,,,
2594,pl/litigation/skills/determining-pl-jurisdiction/SKILL.md,pl,ok,,litigation,ok,,,,,,,
2595,pl/litigation/skills/determining-wps/SKILL.md,pl,ok,,litigation,ok,,,,,,,
2596,pl/litigation/skills/searching-krs/SKILL.md,pl,ok,,litigation,ok,,,,,,,
2597,pl/litigation/skills/searching-orzeczenia/SKILL.md,pl,ok,,litigation,ok,,,,,,,
2598,pl/real-estate/skills/regdata-property/SKILL.md,pl,ok,,real-estate,ok,,,,,,,
2599,pl/real-estate/skills/reviewing-real-estate-contract/SKILL.md,pl,ok,,real-estate,ok,,,,,,,
2600,pl/regulatory/skills/regdata-compliance/SKILL.md,pl,ok,,regulatory,ok,,,,,,,
2601,pl/social-security/skills/applying-zus-procedures/SKILL.md,pl,ok,,social-security,ok,,,,,,,
2602,pl/tax/skills/applying-skarbowy-procedures/SKILL.md,pl,ok,,tax,ok,,,,,,,
2603,ru/arbitration/skills/case-law-analysis/SKILL.md,ru,ok,,arbitration,ok,,,,,,,
2604,ru/arbitration/skills/poshlina-calc/SKILL.md,ru,ok,,arbitration,ok,,,,,,,
2605,ru/contracts/skills/ru-legal-contract-review/SKILL.md,ru,ok,,contracts,ok,,,,,,,
2606,sa/real-estate/skills/rega-check/SKILL.md,sa,ok,,real-estate,ok,,,,,,,
2607,sg/data-protection/skills/singapore-pdpa-expert/SKILL.md,sg,ok,,data-protection,ok,,,,,,,
2608,sg/general/skills/bart-statutory-reference-checker/SKILL.md,sg,ok,,general,ok,,,,,,,
2609,sg/litigation/skills/sgcite/SKILL.md,sg,ok,,litigation,ok,,,,,,,
2610,sg/regulatory/skills/sg-mas-trm-expert/SKILL.md,sg,ok,,regulatory,ok,,,,,,,
2611,th/criminal/skills/02-premeditated-murder/SKILL.md,th,ok,,criminal,ok,,,,,,,
2612,tr/commercial/skills/escalation-flagger-zekaisuni/SKILL.md,tr,ok,,commercial,ok,,,,,,,
2613,tr/commercial/skills/vendor-agreement-review-zekaisuni/SKILL.md,tr,ok,,commercial,ok,,,,,,,
2614,tr/contracts/skills/contract-analyzer/SKILL.md,tr,ok,,contracts,ok,,,,,,,
2615,tr/contracts/skills/nda-drafter/SKILL.md,tr,ok,,contracts,ok,,,,,,,
2616,tr/contracts/skills/terms-of-service-generator/SKILL.md,tr,ok,,contracts,ok,,,,,,,
2617,tr/corporate/skills/cold-start-interview-17/SKILL.md,tr,ok,,corporate,ok,,,,,,,
2618,tr/data-protection/skills/dpa-review-zekaisuni/SKILL.md,tr,ok,,data-protection,ok,,,,,,,
2619,tr/data-protection/skills/kvkk-denetim/SKILL.md,tr,ok,,data-protection,ok,,,,,,,
2620,tr/data-protection/skills/matter-workspace-23/SKILL.md,tr,ok,,data-protection,ok,,,,,,,
2621,tr/data-protection/skills/turkey-kvkk/SKILL.md,tr,ok,,data-protection,ok,,,,,,,
2622,tr/general/skills/legal-researcher/SKILL.md,tr,ok,,general,ok,,,,,,,
2623,tr/ip/skills/ip-trademark-search/SKILL.md,tr,ok,,ip,ok,,,,,,,
2624,tr/litigation/skills/brief-section-drafter-zekaisuni/SKILL.md,tr,ok,,litigation,ok,,,,,,,
2625,tr/litigation/skills/demand-draft-zekaisuni/SKILL.md,tr,ok,,litigation,ok,,,,,,,
2626,tr/litigation/skills/demand-intake-zekaisuni/SKILL.md,tr,ok,,litigation,ok,,,,,,,
2627,tr/litigation/skills/legal-hold-zekaisuni/SKILL.md,tr,ok,,litigation,ok,,,,,,,
2628,tr/litigation/skills/privilege-log-review-zekaisuni/SKILL.md,tr,ok,,litigation,ok,,,,,,,
2629,tr/regulatory/skills/gap-surfacer-zekaisuni/SKILL.md,tr,ok,,regulatory,ok,,,,,,,
2630,tw/general/skills/tw-formal-writing/SKILL.md,tw,ok,,general,ok,,,,,,,
2631,tw/litigation/skills/civil-judge/SKILL.md,tw,ok,,litigation,ok,,,,,,,
2632,ua/administrative/skills/applying-cnap-passport/SKILL.md,ua,ok,,administrative,ok,,,,,,,
2633,ua/administrative/skills/applying-consular-procedures/SKILL.md,ua,ok,,administrative,ok,,,,,,,
2634,ua/administrative/skills/applying-servisnyi-centr-mvs/SKILL.md,ua,ok,,administrative,ok,,,,,,,
2635,ua/administrative/skills/determining-ua-request-regime/SKILL.md,ua,ok,,administrative,ok,,,,,,,
2636,ua/arbitration/skills/applying-new-york-convention/SKILL.md,ua,ok,,arbitration,ok,,,,,,,
2637,ua/arbitration/skills/fetching-arbitration-rules/SKILL.md,ua,ok,,arbitration,ok,,,,,,,
2638,ua/contracts/skills/reviewing-b2b-service-contract/SKILL.md,ua,ok,,contracts,ok,,,,,,,
2639,ua/contracts/skills/reviewing-vehicle-contract-crankshift/SKILL.md,ua,ok,,contracts,ok,,,,,,,
2640,ua/general/skills/checking-martial-law-overrides/SKILL.md,ua,ok,,general,ok,,,,,,,
2641,ua/general/skills/citing-ukrainian-law/SKILL.md,ua,ok,,general,ok,,,,,,,
2642,ua/general/skills/fetching-zakon-rada/SKILL.md,ua,ok,,general,ok,,,,,,,
2643,ua/litigation/skills/calculating-sudovyi-zbir/SKILL.md,ua,ok,,litigation,ok,,,,,,,
2644,ua/litigation/skills/checking-pozovna-davnist/SKILL.md,ua,ok,,litigation,ok,,,,,,,
2645,ua/litigation/skills/determining-ua-jurisdiction/SKILL.md,ua,ok,,litigation,ok,,,,,,,
2646,ua/litigation/skills/searching-edrsr/SKILL.md,ua,ok,,litigation,ok,,,,,,,
2647,ua/military/skills/calculating-military-payments/SKILL.md,ua,ok,,military,ok,,,,,,,
2648,ua/military/skills/military-statute-refs/SKILL.md,ua,ok,,military,ok,,,,,,,
2649,ua/military/skills/szch-decriminalization/SKILL.md,ua,ok,,military,ok,,,,,,,
2650,ua/military/skills/vlk-procedure/SKILL.md,ua,ok,,military,ok,,,,,,,
2651,ua/real-estate/skills/reviewing-real-estate-contract-crankshift/SKILL.md,ua,ok,,real-estate,ok,,,,,,,
2652,us/antitrust/skills/antitrust-investigation-summary/SKILL.md,us,ok,,antitrust,ok,,,,,,,
2653,us/antitrust/skills/hsr-filing/SKILL.md,us,ok,,antitrust,ok,,,,,,,
2654,us/antitrust/skills/investigation-summary/SKILL.md,us,ok,,antitrust,ok,,,,,,,
2655,us/antitrust/skills/us-selektivvertrieb-und-mfp-tiffany-vs-costco/SKILL.md,us,ok,,antitrust,ok,,,,,,,
2656,us/arbitration/skills/employee-arbitration-agreement/SKILL.md,us,ok,,arbitration,ok,,,,,,,
2657,us/arbitration/skills/employment-arbitration-agreement/SKILL.md,us,ok,,arbitration,ok,,,,,,,
2658,us/arbitration/skills/mediation-summary/SKILL.md,us,ok,,arbitration,ok,,,,,,,
2659,us/aviation/skills/aviation-summary/SKILL.md,us,ok,,aviation,ok,,,,,,,
2660,us/bankruptcy/skills/adversary-proceeding-complaint/SKILL.md,us,ok,,bankruptcy,ok,,,,,,,
2661,us/bankruptcy/skills/bankruptcy-interest-calculation/SKILL.md,us,ok,,bankruptcy,ok,,,,,,,
2662,us/bankruptcy/skills/bankruptcy-proof-of-claim/SKILL.md,us,ok,,bankruptcy,ok,,,,,,,
2663,us/bankruptcy/skills/cash-collateral-motion/SKILL.md,us,ok,,bankruptcy,ok,,,,,,,
2664,us/bankruptcy/skills/chapter-11-reorg-plan/SKILL.md,us,ok,,bankruptcy,ok,,,,,,,
2665,us/bankruptcy/skills/collateral-valuation/SKILL.md,us,ok,,bankruptcy,ok,,,,,,,
2666,us/bankruptcy/skills/dip-financing-motion/SKILL.md,us,ok,,bankruptcy,ok,,,,,,,
2667,us/bankruptcy/skills/dischargeability-complaint/SKILL.md,us,ok,,bankruptcy,ok,,,,,,,
2668,us/bankruptcy/skills/disclosure-statement-plan-reorganization/SKILL.md,us,ok,,bankruptcy,ok,,,,,,,
2669,us/bankruptcy/skills/interest-calculation-reference/SKILL.md,us,ok,,bankruptcy,ok,,,,,,,
2670,us/bankruptcy/skills/means-test-calculation/SKILL.md,us,ok,,bankruptcy,ok,,,,,,,
2671,us/bankruptcy/skills/motion-to-avoid-lien/SKILL.md,us,ok,,bankruptcy,ok,,,,,,,
2672,us/bankruptcy/skills/motion-to-convert/SKILL.md,us,ok,,bankruptcy,ok,,,,,,,
2673,us/bankruptcy/skills/objection-to-proof-of-claim/SKILL.md,us,ok,,bankruptcy,ok,,,,,,,
2674,us/bankruptcy/skills/reaffirmation-agreement/SKILL.md,us,ok,,bankruptcy,ok,,,,,,,
2675,us/bankruptcy/skills/stay-relief-motion/SKILL.md,us,ok,,bankruptcy,ok,,,,,,,
2676,us/capital-markets/skills/atm-equity-distribution-agreement/SKILL.md,us,ok,,capital-markets,ok,,,,,,,
2677,us/capital-markets/skills/bad-actor-disqualification-review/SKILL.md,us,ok,,capital-markets,ok,,,,,,,
2678,us/capital-markets/skills/blue-sky-filings/SKILL.md,us,ok,,capital-markets,ok,,,,,,,
2679,us/capital-markets/skills/comfort-letter-from-auditors/SKILL.md,us,ok,,capital-markets,ok,,,,,,,
2680,us/capital-markets/skills/directed-share-program/SKILL.md,us,ok,,capital-markets,ok,,,,,,,
2681,us/capital-markets/skills/director-officer-questionnaire/SKILL.md,us,ok,,capital-markets,ok,,,,,,,
2682,us/capital-markets/skills/form-10-q/SKILL.md,us,ok,,capital-markets,ok,,,,,,,
2683,us/capital-markets/skills/form-10k/SKILL.md,us,ok,,capital-markets,ok,,,,,,,
2684,us/capital-markets/skills/form-8k/SKILL.md,us,ok,,capital-markets,ok,,,,,,,
2685,us/capital-markets/skills/form-d-notice/SKILL.md,us,ok,,capital-markets,ok,,,,,,,
2686,us/capital-markets/skills/form-d/SKILL.md,us,ok,,capital-markets,ok,,,,,,,
2687,us/capital-markets/skills/lock-up-agreement/SKILL.md,us,ok,,capital-markets,ok,,,,,,,
2688,us/capital-markets/skills/private-placement-memo/SKILL.md,us,ok,,capital-markets,ok,,,,,,,
2689,us/capital-markets/skills/private-placement-memorandum/SKILL.md,us,ok,,capital-markets,ok,,,,,,,
2690,us/capital-markets/skills/prospectus-draft/SKILL.md,us,ok,,capital-markets,ok,,,,,,,
2691,us/capital-markets/skills/prospectus/SKILL.md,us,ok,,capital-markets,ok,,,,,,,
2692,us/capital-markets/skills/sec-opinion-letter/SKILL.md,us,ok,,capital-markets,ok,,,,,,,
2693,us/capital-markets/skills/sec-reg-d-compliance/SKILL.md,us,ok,,capital-markets,ok,,,,,,,
2694,us/capital-markets/skills/shelf-registration-s3/SKILL.md,us,ok,,capital-markets,ok,,,,,,,
2695,us/capital-markets/skills/underwriting-agreement/SKILL.md,us,ok,,capital-markets,ok,,,,,,,
2696,us/commercial/skills/ad-fund-agreement/SKILL.md,us,ok,,commercial,ok,,,,,,,
2697,us/commercial/skills/area-development-agreement/SKILL.md,us,ok,,commercial,ok,,,,,,,
2698,us/commercial/skills/bulk-sales-compliance/SKILL.md,us,ok,,commercial,ok,,,,,,,
2699,us/commercial/skills/consulting-services-agreement/SKILL.md,us,ok,,commercial,ok,,,,,,,
2700,us/commercial/skills/contract-dispute-analysis/SKILL.md,us,ok,,commercial,maybe,litigation,анализ договорного спора — пограничье commercial/litigation,yes,,подтв: litigation,"анализ договорного спора (US commercial litigation, UCC/defenses/remedies) — commercial тоже обоснован",оставлен: commercial↔litigation — оба обоснованы
